127.0.0.1 - - [04/Mar/2015:18:04:32 +0800] "GET / HTTP/1.1" 404 951
192.168.234.48 - - [04/Mar/2015:18:16:37 +0800] "GET /yazuo_erp/portal/origin/asset/image/logo.png HTTP/1.1" 200 3502
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/common.js?v=9-0 HTTP/1.1" 200 12780
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/util.js?v=9-0 HTTP/1.1" 200 48131
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/third/json2.js?v=9-0 HTTP/1.1" 200 17569
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/module/userwidget/userwidget.js?v=9-0 HTTP/1.1" 200 6543
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/third/avalon/mmRouter.js?v=9-0 HTTP/1.1" 200 10643
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/widget/dialog/dialog.js?v=9-0 HTTP/1.1" 200 14036
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/events.js?v=9-0 HTTP/1.1" 200 5116
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/module/userwidget/userwidget.css?v=9-0 HTTP/1.1" 200 1072
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/widget/dialog/dialog.css?v=9-0 HTTP/1.1" 200 1454
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/widget/dialog/dialog.html?v=9-0 HTTP/1.1" 200 823
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/module/userwidget/userwidget.html?v=9-0 HTTP/1.1" 200 2075
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/asset/third/avalon/mmHistory.js?v=9-0 HTTP/1.1" 200 11982
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/widget/form/form.js?v=9-0 HTTP/1.1" 200 13698
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/widget/form/form.css?v=9-0 HTTP/1.1" 200 1517
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/portal/origin/page/router.json HTTP/1.1" 200 69415
192.168.234.48 - - [04/Mar/2015:18:16:38 +0800] "GET /yazuo_erp/user-upload-img/pic/userPhoto/real/dcfc82da-a206-4af0-b646-edd4636c3881.jpg HTTP/1.1" 404 1121
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/page/welcome/welcome.css?v=9-0 HTTP/1.1" 200 424
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/page/welcome/welcome.js?v=9-0 HTTP/1.1" 200 860
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/page/welcome/welcome.html?v=9-0 HTTP/1.1" 200 446
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/asset/third/moment.min.js?v=9-0 HTTP/1.1" 200 135698
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/module/addproduct/addproduct.js?v=9-0 HTTP/1.1" 200 5053
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/module/addproduct/addproduct.html?v=9-0 HTTP/1.1" 200 770
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/module/addproduct/addproduct.css?v=9-0 HTTP/1.1" 200 1999
192.168.232.187 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/login.jsp HTTP/1.0" 200 17699
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "GET /yazuo_erp/portal/origin/asset/image/loading.gif HTTP/1.1" 200 5015
192.168.234.48 - - [04/Mar/2015:18:16:39 +0800] "POST /yazuo_erp/sysProductOperation/listSysProductOperations.do HTTP/1.1" 200 44
192.168.232.187 - - [04/Mar/2015:18:16:40 +0800] "POST /yazuo_erp/login/verifyMac.do?tel=15000000000 HTTP/1.0" 200 785
192.168.232.187 - - [04/Mar/2015:18:16:40 +0800] "POST /yazuo_erp/login/loginSubmit.do HTTP/1.0" 200 46
192.168.232.187 - - [04/Mar/2015:18:16:40 +0800] "GET /yazuo_erp/index.jsp HTTP/1.0" 200 206940
192.168.234.48 - - [04/Mar/2015:18:16:42 +0800] "GET /yazuo_erp/user-upload-img/pic/userPhoto/real/dcfc82da-a206-4af0-b646-edd4636c3881.jpg HTTP/1.1" 404 1121
192.168.232.187 - - [04/Mar/2015:18:16:43 +0800] "GET /yazuo_erp/portal/origin/asset/image/loading.gif HTTP/1.0" 200 5015
192.168.232.187 - - [04/Mar/2015:18:16:43 +0800] "POST /yazuo_erp/sysProductOperation/listSysProductOperations.do HTTP/1.0" 200 33
192.168.232.187 - - [04/Mar/2015:18:17:02 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantById.do HTTP/1.0" 200 37152
192.168.232.187 - - [04/Mar/2015:18:27:30 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantById.do HTTP/1.0" 200 2553
192.168.232.187 - - [04/Mar/2015:18:29:42 +0800] "GET /yazuo_erp/portal/origin/widget/pagination/iconfont/arrow/iconfont.woff HTTP/1.0" 200 3132
192.168.232.187 - - [04/Mar/2015:18:29:42 +0800] "POST /yazuo_erp/myHomePage/getComplexSysToDoLists.do HTTP/1.0" 200 543
192.168.232.187 - - [04/Mar/2015:18:29:43 +0800] "POST /yazuo_erp/myHomePage/getComplexSynMerchants.do HTTP/1.0" 200 17583
192.168.232.187 - - [04/Mar/2015:18:33:51 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantInfo.do HTTP/1.0" 200 4182
192.168.232.187 - - [04/Mar/2015:18:40:55 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantsForAment.do HTTP/1.0" 200 46976
127.0.0.1 - - [04/Mar/2015:18:43:52 +0800] "GET / HTTP/1.1" 404 951
192.168.232.187 - - [04/Mar/2015:18:44:01 +0800] "GET /yazuo_erp/index.jsp HTTP/1.0" 302 -
192.168.232.187 - - [04/Mar/2015:18:44:01 +0800] "GET /yazuo_erp/login.jsp HTTP/1.0" 200 17699
192.168.232.187 - - [04/Mar/2015:18:44:02 +0800] "POST /yazuo_erp/login/verifyMac.do?tel=15000000000 HTTP/1.0" 200 785
192.168.232.187 - - [04/Mar/2015:18:44:03 +0800] "POST /yazuo_erp/login/loginSubmit.do HTTP/1.0" 200 46
192.168.232.187 - - [04/Mar/2015:18:44:04 +0800] "GET /yazuo_erp/index.jsp HTTP/1.0" 200 206938
192.168.232.187 - - [04/Mar/2015:18:44:04 +0800] "GET /yazuo_erp/portal/origin/asset/image/loading.gif HTTP/1.0" 200 5015
192.168.232.187 - - [04/Mar/2015:18:44:05 +0800] "POST /yazuo_erp/sysProductOperation/listSysProductOperations.do HTTP/1.0" 200 33
192.168.232.187 - - [04/Mar/2015:18:44:28 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantsForAment.do HTTP/1.0" 200 677
192.168.232.187 - - [04/Mar/2015:18:44:48 +0800] "POST /yazuo_erp/synMerchant/getSynMerchantsForAment.do HTTP/1.0" 200 10536
